communityname;state;countyCode;communityCode;fold;population;householdsize;racepctblack;racePctWhite;racePctAsian;racePctHisp;agePct12t21;agePct12t29;agePct16t24;agePct65up;numbUrban;pctUrban;medIncome;pctWWage;pctWFarmSelf;pctWInvInc;pctWSocSec;pctWPubAsst;pctWRetire;medFamInc;perCapInc;whitePerCap;blackPerCap;indianPerCap;AsianPerCap;OtherPerCap;HispPerCap;NumUnderPov;PctPopUnderPov;PctLess9thGrade;PctNotHSGrad;PctBSorMore;PctUnemployed;PctEmploy;PctEmplManu;PctEmplProfServ;PctOccupManu;PctOccupMgmtProf;MalePctDivorce;MalePctNevMarr;FemalePctDiv;TotalPctDiv;PersPerFam;PctFam2Par;PctKids2Par;PctYoungKids2Par;PctTeen2Par;PctWorkMomYoungKids;PctWorkMom;NumKidsBornNeverMar;PctKidsBornNeverMar;NumImmig;PctImmigRecent;PctImmigRec5;PctImmigRec8;PctImmigRec10;PctRecentImmig;PctRecImmig5;PctRecImmig8;PctRecImmig10;PctSpeakEnglOnly;PctNotSpeakEnglWell;PctLargHouseFam;PctLargHouseOccup;PersPerOccupHous;PersPerOwnOccHous;PersPerRentOccHous;PctPersOwnOccup;PctPersDenseHous;PctHousLess3BR;MedNumBR;HousVacant;PctHousOccup;PctHousOwnOcc;PctVacantBoarded;PctVacMore6Mos;MedYrHousBuilt;PctHousNoPhone;PctWOFullPlumb;OwnOccLowQuart;OwnOccMedVal;OwnOccHiQuart;OwnOccQrange;RentLowQ;RentMedian;RentHighQ;RentQrange;MedRent;MedRentPctHousInc;MedOwnCostPctInc;MedOwnCostPctIncNoMtg;NumInShelters;NumStreet;PctForeignBorn;PctBornSameState;PctSameHouse85;PctSameCity85;PctSameState85;LemasSwornFT;LemasSwFTPerPop;LemasSwFTFieldOps;LemasSwFTFieldPerPop;LemasTotalReq;LemasTotReqPerPop;PolicReqPerOffic;PolicPerPop;RacialMatchCommPol;PctPolicWhite;PctPolicBlack;PctPolicHisp;PctPolicAsian;PctPolicMinor;OfficAssgnDrugUnits;NumKindsDrugsSeiz;PolicAveOTWorked;LandArea;PopDens;PctUsePubTrans;PolicCars;PolicOperBudg;LemasPctPolicOnPatr;LemasGangUnitDeploy;LemasPctOfficDrugUn;PolicBudgPerPop;murders;murdPerPop;rapes;rapesPerPop;robberies;robbbPerPop;assaults;assaultPerPop;burglaries;burglPerPop;larcenies;larcPerPop;autoTheft;autoTheftPerPop;arsons;arsonsPerPop;ViolentCrimesPerPop;nonViolPerPop
NorthLauderdalecity;FL;NA;NA;4;26506;lut.92;14,54;80,05;32174,00;41974,00;43599,00;30,97;13,46;41426,00;26506,00;100,00;36297,00;89,97;0,48;32,88;14,41;43558,00;45839,00;37049,00;13440,00;14386,00;9759,00;7754,00;9799,00;8178,00;9960,00;1759,00;24990,00;43221,00;17,28;14,88;43560,00;74,42;33543,00;16,25;13028,00;43485,00;21094,00;30,97;14,39;18963,00;46813,00;75,66;72,49;84,42;74,82;66,25;73,96;604,00;28915,00;4919,00;17,87;28,71;38,73;54,65;11749,00;12175,00;43647,00;41913,00;79,61;34759,00;32295,00;45778,00;33635,00;35096,00;31079,00;67,10;19176,00;47,71;3,00;729,00;92,56;66,22;33604,00;22,77;1979,00;26665,00;0,16;66800,00;78500,00;90800,00;24000,00;500,00;551,00;653,00;153,00;658,00;43523,00;43547,00;43690,00;0,00;0,00;18,56;43608,00;36,97;69,85;74,96;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,00;6633,10;12785,00;NA;NA;NA;NA;0,00;NA;1,00;21610,00;3,00;28764,00;38,00;136,54;81,00;291,04;310,00;1113,87;887,00;3187,09;163,00;585,68;8,00;28,74;441,95;4915,4
Oxfordtown;MA;27;51825;2;12588;02.sie;0,60;98,26;0,67;0,87;14,31;26,83;43720,00;25447,00;8449,00;67,12;36682,00;83,43;0,35;37,44;25,74;11505,00;13,85;40904,00;14337,00;14241,00;26816,00;3898,00;25276,00;7170,00;11740,00;563,00;18719,00;27211,00;25,45;16,18;24624,00;66,24;22,67;19,21;16,31;22,77;24289,00;26,81;31321,00;12298,00;45352,00;79,93;77,82;83,31;81,69;61,61;74,18;103,00;42005,00;392,00;26969,00;19,13;20,92;43582,00;0,37;0,60;0,65;0,84;94,11;0,66;42826,00;44986,00;28887,00;3,00;44228,00;78,26;12420,00;39,59;3,00;163,00;96,50;72,60;30682,00;42,33;1963,00;43556,00;0,60;104700,00;122400,00;144100,00;39400,00;289,00;448,00;558,00;269,00;520,00;43701,00;24,00;14,00;0,00;0,00;43772,00;84,14;66,13;91,34;94,77;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43643,00;456,30;0,55;NA;NA;NA;NA;0,00;NA;0,00;0,00;0,00;0,00;3,00;22,87;55,00;419,37;77,00;587,11;138,00;1052,23;34,00;259,25;3,00;22,87;442,24;1921,5
Springfieldcity;MO;NA;NA;1;140494;lut.45;18660,00;95,65;0,90;0,95;43726,00;32,89;43575,00;13,26;140494,00;100,00;21577,00;75,78;1,00;41,15;29,31;43806,00;43722,00;27705,00;11878,00;12029,00;7382,00;10264,00;10753,00;7192,00;8104,00;23223,00;17,78;27973,00;43547,00;20,66;26420,00;59,02;14,31;26,83;14,72;23,42;43566,00;33,32;14,46;43568,00;32540,00;71,94;69,79;79,76;75,33;62,96;70,52;1511,00;21186,00;2091,00;21,33;30,56;38,02;45,48;0,32;0,45;0,57;0,68;96,87;0,60;43680,00;33604,00;46784,00;13547,00;42401,00;57,81;43771,00;53,19;2,00;5119,00;91,81;55,50;43710,00;26,22;1966,00;41426,00;0,31;37700,00;53900,00;73100,00;35400,00;215,00;280,00;349,00;134,00;340,00;43581,00;43541,00;43657,00;327,00;4,00;17899,00;64,35;42,29;70,61;85,66;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;70,40;1995,70;0,97;NA;NA;NA;NA;0,00;NA;7,00;23102,00;77,00;50,98;136,00;90,05;449,00;297,29;2094,00;1386,46;7690,00;5091,64;454,00;300,60;134,00;88,72;442,95;6867,4
NorthPlainfieldborough;NJ;35;53280;3;18820;lut.56;43586,00;86,08;43527,00;43477,00;35704,00;26,47;31321,00;18203,00;18820,00;100,00;41875,00;84,51;0,72;53,33;43519,00;36192,00;43722,00;50601,00;19031,00;19755,00;17052,00;13939,00;17352,00;10276,00;11168,00;685,00;24167,00;43653,00;16,81;43613,00;27820,00;70,99;19,75;24,23;45261,00;30,53;45870,00;31,89;43476,00;25082,00;43711,00;80,07;79,12;93,11;77,88;62,82;71,01;247,00;43557,00;2708,00;46661,00;17,91;34,08;42,84;17533,00;21217,00;43712,00;42522,00;78,50;27454,00;41395,00;20880,00;19756,00;28157,00;44593,00;64,05;35125,00;52,08;2,00;443,00;94,31;58,79;0,23;41,99;1951,00;22282,00;0,23;143400,00;164000,00;186600,00;43200,00;522,00;615,00;705,00;183,00;678,00;43671,00;43731,00;43540,00;9,00;0,00;14,39;59,87;55,52;67,99;89,49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43710,00;6512,10;43560,00;NA;NA;NA;NA;0,00;NA;0,00;0,00;2,00;11963,00;30,00;154,79;54,00;278,62;243,00;1253,81;717,00;3699,50;148,00;763,63;4,00;20,64;443,73;5737,6
Ukiahcity;CA;NA;NA;10;14599;lut.58;1,00;87,99;27395,00;26238,00;13,45;24,65;43535,00;13,25;0,00;0,00;24402,00;68,96;0,83;36,32;30,76;17,56;43694,00;29387,00;11533,00;12197,00;6753,00;6654,00;11687,00;4971,00;5263,00;1880,00;43537,00;19906,00;23,71;13,94;43503,00;56,08;16,75;27,55;43574,00;23,86;13,78;27,15;20,15;17,19;43558,00;62,26;58,85;68,69;67,63;51,87;65,59;276,00;17564,00;934,00;29,23;45,61;52,78;57,49;31778,00;33635,00;13940,00;24898,00;88,38;43772,00;43471,00;43681,00;17564,00;43587,00;16834,00;50,81;26816,00;59,66;2,00;163,00;97,20;50,34;16469,00;23,31;1967,00;30437,00;0,07;86900,00;113300,00;144700,00;57800,00;304,00;416,00;513,00;209,00;496,00;29,20;43488,00;43657,00;105,00;6,00;43561,00;64,85;37,79;74,21;92,31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43712,00;2977,00;0,31;NA;NA;NA;NA;0,00;NA;0,00;0,00;11,00;75,17;15,00;102,50;39,00;266,50;232,00;1585,35;758,00;5179,72;32,00;218,67;7,00;47,83;444,17;7031,6
Hopewelltownship;NJ;21;33180;8;11590;lut.95;43191,00;93,80;14246,00;16438,00;28825,00;21,89;31686,00;28034,00;2258,00;19,48;65522,00;84,02;28946,00;72,63;43581,00;25934,00;19,27;71939,00;29397,00;30107,00;10170,00;17000,00;16735,00;125526,00;48684,00;202,00;29587,00;28185,00;16377,00;46,09;42036,00;66,38;43781,00;37,22;32568,00;49,40;13271,00;30,76;41426,00;26785,00;43802,00;90,34;89,30;98,02;93,55;59,90;67,26;25,00;0,32;646,00;15462,00;43617,00;36008,00;14215,00;0,30;0,35;0,50;0,69;91,78;0,71;16862,00;32174,00;30348,00;32540,00;45689,00;92,45;0,38;43721,00;3,00;147,00;96,39;90,49;13150,00;36,73;1960,00;0,00;0,22;174800,00;228000,00;327500,00;152700,00;454,00;594,00;779,00;325,00;708,00;43555,00;43516,00;43568,00;0,00;0,00;20941,00;58,14;69,96;85,05;92,29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60,20;192,40;35827,00;NA;NA;NA;NA;0,00;NA;0,00;0,00;10,00;83,96;9,00;75,56;34,00;285,45;183,00;1536,39;597,00;5012,17;49,00;411,38;15,00;125,93;444,97;7085,9
Yarmouthtown;MA;1;82525;4;21174;lut.21;43709,00;97,64;0,40;43556,00;11567,00;18,83;43564,00;27,51;21051,00;99,32;27222,00;59,82;0,46;48,95;47,46;34851,00;43677,00;33282,00;15042,00;15241,00;4386,00;9932,00;6874,00;6679,00;7391,00;1994,00;43594,00;21582,00;43479,00;22,48;34151,00;48,64;29007,00;20,72;43475,00;24,17;21732,00;43579,00;23682,00;30926,00;25235,00;65,23;66,79;73,51;65,78;57,34;69,24;328,00;29587,00;1100,00;14,18;17,73;21,27;24,91;0,74;0,92;43770,00;47119,00;92,08;0,60;20852,00;24838,00;43497,00;42767,00;44593,00;72,67;43709,00;52,43;2,00;6319,00;60,29;73,11;0,22;57,90;1970,00;43647,00;0,09;127300,00;149400,00;184300,00;57000,00;428,00;598,00;683,00;255,00;716,00;33,40;43548,00;43538,00;12,00;0,00;43586,00;68,43;53,71;79,49;89,32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43490,00;842,70;0,84;NA;NA;NA;NA;0,00;NA;0,00;0,00;9,00;40,09;9,00;40,09;82,00;365,24;280,00;1247,16;592,00;2636,85;56,00;249,43;7,00;31,18;445,41;4164,6
Meridiancity;MS;NA;NA;2;41036;lut.54;45,35;53,97;0,44;0,57;43630,00;26,21;34304,00;14,76;0,00;0,00;18004,00;67,92;0,33;43551,00;33,93;17137,00;15,17;23245,00;10670,00;15261,00;5148,00;1866,00;25286,00;7824,00;9695,00;11060,00;27,76;43478,00;31,39;15,85;16681,00;51,77;15,97;43642,00;14,82;24,85;15311,00;31,15;15,74;14,29;43772,00;54,92;48,53;58,00;55,77;65,40;70,59;3258,00;42248,00;188,00;45261,00;20,21;36,17;42,55;0,06;0,09;0,17;0,19;97,61;0,13;43502,00;41730,00;16834,00;17930,00;15373,00;58,40;44652,00;45,87;3,00;1570,00;91,15;57,69;26024,00;50,83;1961,00;12693,00;0,98;31600,00;45900,00;67200,00;35600,00;124,00;213,00;295,00;171,00;284,00;43611,00;43542,00;43720,00;29,00;24,00;0,46;79,02;56,39;85,84;91,15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36,90;1111,60;0,52;NA;NA;NA;NA;0,00;NA;7,00;16,26;19,00;44,13;78,00;181,16;88,00;204,39;495,00;1149,69;1222,00;2838,23;119,00;276,39;10,00;23,23;445,94;4287,5
Bloomfieldtown;CT;3;5910;9;19483;lut.61;41,49;55,61;14246,00;43527,00;43507,00;21,64;24746,00;43633,00;15811,00;81,15;47853,00;76,82;0,71;56,18;33,54;3,00;21,96;56541,00;22478,00;27946,00;15617,00;65200,00;12881,00;12387,00;18107,00;781,00;41365,00;44378,00;43634,00;31,00;26390,00;64,69;32478,00;27,36;31656,00;35,36;11505,00;43554,00;12359,00;18142,00;43499,00;74,91;69,26;86,84;73,54;79,15;83,09;666,00;11780,00;2640,00;46569,00;13,37;21,59;32,31;0,99;29587,00;34001,00;13971,00;91,07;0,54;16163,00;46813,00;19391,00;25235,00;35065,00;82,79;20821,00;36,97;3,00;264,00;96,59;77,79;43527,00;50,76;1963,00;0,28;0,09;131600,00;162100,00;197800,00;66200,00;326,00;613,00;755,00;429,00;673,00;43674,00;43668,00;43537,00;0,00;0,00;13,55;51,24;59,13;91,47;92,87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,00;722,90;22767,00;NA;NA;NA;NA;0,00;NA;0,00;0,00;4,00;20,51;23,00;117,92;60,00;307,61;175,00;897,21;526,00;2696,74;97,00;497,31;2,00;45931,00;446,04;4101,5
Fredericksburgcity;VA;630;29744;1;19027;lut.55;21,63;76,04;43678,00;15738,00;20,99;38,98;25,15;43658,00;19027,00;100,00;26614,00;78,27;0,48;37,01;28,61;43651,00;14,93;33353,00;13825,00;15390,00;9103,00;10031,00;6877,00;6980,00;9942,00;2049,00;47453,00;18933,00;26,25;43672,00;11749,00;61,46;43282,00;26,58;43070,00;28,31;13119,00;40,56;43568,00;34304,00;33270,00;62,35;58,27;74,79;65,39;65,10;74,18;790,00;26085,00;550,00;28,36;33,82;42,73;55,27;0,82;0,98;45292,00;43617,00;95,38;43556,00;43528,00;17199,00;45323,00;15008,00;41306,00;40,13;25965,00;62,83;2,00;613,00;92,40;37,30;15766,00;43518,00;1964,00;28703,00;0,42;78000,00;104900,00;157500,00;79500,00;363,00;461,00;523,00;160,00;530,00;43523,00;43636,00;43567,00;13,00;60,00;32540,00;58,25;40,95;53,34;82,58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43718,00;1746,90;42036,00;NA;NA;NA;NA;0,00;NA;1,00;17258,00;9,00;40,21;27,00;120,63;63,00;281,46;102,00;455,70;631,00;2819,10;32,00;142,97;12,00;53,61;446,77;3471,4
Xeniacity;OH;57;86772;2;24664;lut.73;13,68;85,05;0,53;0,55;43722,00;27,31;36130,00;15980,00;0,00;0,00;25508,00;75,28;0,50;34,60;24,43;25477,00;18,56;30760,00;10906,00;11387,00;7861,00;4131,00;18956,00;7166,00;4412,00;3718,00;15,49;45474,00;25,37;16742,00;15888,00;57,20;22,87;25,24;19,97;19,41;26938,00;43671,00;43722,00;13,00;42795,00;70,41;66,47;80,36;67,42;56,08;65,11;514,00;20121,00;263,00;41518,00;15281,00;13,69;24,71;0,10;0,12;0,15;0,26;97,40;0,15;43804,00;27089,00;24139,00;26696,00;20121,00;65,46;46419,00;34,26;3,00;277,00;97,03;63,97;19391,00;35,02;1962,00;43683,00;0,20;43400,00;52900,00;67300,00;23900,00;205,00;306,00;369,00;164,00;392,00;43643,00;43602,00;43688,00;13,00;0,00;43647,00;76,57;51,89;84,13;92,86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43533,00;2657,80;0,32;NA;NA;NA;NA;0,00;NA;3,00;15676,00;7,00;28,97;19,00;78,63;79,00;326,93;162,00;670,42;1132,00;4684,65;26,00;107,60;1,00;41730,00;446,95;5466,8
Smyrnacity;GA;NA;NA;5;30981;02.wrz;15,87;80,22;46054,00;20149,00;43739,00;34,22;14,17;26481,00;30981,00;100,00;33863,00;87,59;0,58;42,47;14,56;26696,00;32721,00;40482,00;19158,00;20366,00;14237,00;5058,00;16537,00;12588,00;12021,00;2004,00;20972,00;43651,00;15,33;34,13;33664,00;76,17;22555,00;17,65;46204,00;33,69;13,34;37,60;17,61;15,61;29618,00;67,96;64,13;86,62;71,70;70,24;76,03;495,00;30348,00;1834,00;24,75;40,73;51,80;59,16;17168,00;15008,00;43649,00;43588,00;91,34;18629,00;30348,00;15342,00;43618,00;45323,00;33970,00;46,77;43498,00;66,44;2,00;1987,00;88,19;43,09;11324,00;11963,00;1979,00;28522,00;0,21;64000,00;78100,00;98300,00;34300,00;412,00;476,00;577,00;165,00;562,00;43579,00;43516,00;43537,00;0,00;8,00;33725,00;42,71;37,42;57,98;71,52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43688,00;2630,00;43556,00;NA;NA;NA;NA;0,00;NA;1,00;43499,00;13,00;39,30;72,00;217,68;62,00;187,45;507,00;1532,83;2031,00;6140,40;265,00;801,19;0,00;0,00;447,45;8474,4
Auburncity;WA;NA;NA;9;33102;lut.48;13516,00;92,35;43468,00;43588,00;43536,00;43704,00;24077,00;14519,00;33102,00;100,00;30007,00;79,94;0,91;37,01;43487,00;18111,00;14,52;35198,00;13866,00;14214,00;12190,00;8060,00;10138,00;9482,00;9185,00;3498,00;29129,00;43529,00;43514,00;43720,00;33695,00;66,16;28,43;15,76;18,58;43605,00;14,78;29,73;19,63;17,29;35827,00;64,76;63,26;74,62;70,26;58,22;69,00;737,00;35827,00;1639,00;14,28;17,45;21,96;30,93;0,71;0,86;43709,00;19360,00;93,21;0,98;20515,00;47150,00;15738,00;19391,00;12451,00;50,80;45383,00;60,13;2,00;620,00;95,56;48,78;27061,00;15,48;1971,00;16893,00;0,04;75200,00;91500,00;119000,00;43800,00;321,00;398,00;470,00;149,00;467,00;43609,00;43727,00;12,00;7,00;5,00;34790,00;50,36;36,99;72,72;85,32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43575,00;1622,00;43527,00;NA;NA;NA;NA;0,00;NA;1,00;43648,00;24,00;64,72;33,00;88,99;108,00;291,23;297,00;800,88;1783,00;4808,00;208,00;560,89;21,00;56,63;447,63;6226,4
CostaMesacity;CA;NA;NA;1;96357;lut.57;12055,00;84,31;20607,00;43605,00;41974,00;33,06;15,62;16254,00;96357,00;100,00;40313,00;86,31;0,71;40,97;15,87;11414,00;47027,00;45266,00;18750,00;20021,00;17796,00;12403,00;14690,00;8317,00;8682,00;8614,00;42979,00;43562,00;16,52;27,26;42826,00;74,47;19,19;19,72;26543,00;30,69;17868,00;42,30;17,63;15,00;43680,00;71,03;67,31;84,89;70,11;65,53;70,72;1706,00;43802,00;20787,00;21,97;35,55;46,07;58,33;27120,00;24654,00;34578,00;21520,00;73,97;43685,00;43624,00;43470,00;18660,00;43618,00;16469,00;41,65;32021,00;62,61;2,00;2144,00;94,59;40,17;0,70;31564,00;1968,00;22647,00;0,50;211300,00;257000,00;313900,00;102600,00;651,00;759,00;921,00;270,00;810,00;43644,00;43548,00;43535,00;225,00;26,00;21,57;42,58;38,03;73,97;83,94;141,00;142,54;129,00;130,41;64391,00;65092,70;456,70;142,50;84,46;76,51;29587,00;22341,00;43468,00;45108,00;9,00;9,00;43661,00;43481,00;5980,40;43527,00;52,00;10448205,00;91,49;5,00;14032,00;105620,60;5,00;43590,00;30,00;30,33;184,00;186,01;225,00;227,45;1250,00;1263,62;4918,00;4971,59;975,00;985,63;26,00;26,28;448,84;7247,1
Chicocity;CA;NA;NA;8;40079;lut.58;29952,00;89,47;4,00;25416,00;24,81;48,68;34,62;12966,00;40079,00;100,00;19005,00;78,55;44927,00;35,75;16,58;18142,00;28034,00;28279,00;10584,00;11060,00;7915,00;7376,00;5148,00;6908,00;7197,00;11877,00;32,03;43529,00;14,36;31,76;43505,00;55,23;11536,00;30,57;20668,00;26,74;28672,00;59,28;13,86;30225,00;35096,00;61,40;61,02;73,90;62,51;59,93;68,58;688,00;19054,00;2710,00;24,76;35,39;44,91;56,13;24473,00;14277,00;43558,00;43680,00;89,30;33970,00;30773,00;16469,00;13912,00;17930,00;12086,00;34,31;26755,00;58,40;2,00;787,00;95,17;32,86;41640,00;23,38;1971,00;46082,00;0,23;82400,00;106100,00;132500,00;50100,00;296,00;402,00;512,00;216,00;456,00;35,10;43608,00;43657,00;72,00;55,00;27912,00;64,52;23,36;51,71;91,12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43547,00;1723,70;12420,00;NA;NA;NA;NA;0,00;NA;1,00;46784,00;33,00;75,24;47,00;107,16;116,00;264,47;601,00;1370,24;1983,00;4521,10;160,00;364,79;25,00;57,00;449,15;6313,1
Columbuscity;MS;NA;NA;8;23799;02.cze;51,17;48,29;0,32;0,78;16,82;30,13;16,31;20059,00;0,00;0,00;19030,00;70,06;0,65;43734,00;32,60;16,98;13,88;24202,00;10188,00;14758,00;5934,00;7384,00;5656,00;9455,00;6545,00;6584,00;28,63;14,83;35,08;18,92;43709,00;55,44;24,87;22,25;19,33;22,43;14550,00;34,57;14,58;13,21;43525,00;51,94;43,75;63,55;52,59;66,80;71,17;2224,00;15615,00;132,00;0,00;0,00;20180,00;17,42;0,00;0,00;0,03;0,10;97,86;0,37;7,00;43620,00;18660,00;21217,00;16103,00;54,05;26420,00;47,91;3,00;763,00;92,29;52,71;42064,00;34,86;1964,00;30256,00;16438,00;32500,00;44900,00;61200,00;28700,00;147,00;238,00;333,00;186,00;328,00;43581,00;43573,00;43537,00;12,00;0,00;0,55;72,04;53,40;82,97;89,77;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43719,00;2004,00;0,33;NA;NA;NA;NA;0,00;NA;1,00;25263,00;15,00;55,29;32,00;117,95;74,00;272,75;233,00;858,80;1002,00;3693,19;46,00;169,55;6,00;43791,00;449,67;4743,7
Elizabethtowncity;KY;NA;NA;4;18167;lut.48;27211,00;89,84;34700,00;0,89;13,64;43796,00;23712,00;33939,00;0,00;0,00;23420,00;74,52;43679,00;39,33;28,43;29037,00;20,29;30214,00;12955,00;13422,00;6294,00;8775,00;21443,00;14512,00;11264,00;2584,00;43660,00;13,85;25,81;43727,00;11841,00;58,75;15,28;25,24;13,87;30,77;14154,00;24,84;43692,00;34304,00;35462,00;70,52;67,87;79,74;71,96;55,97;69,12;349,00;13547,00;374,00;28,61;28,61;29,68;36,36;0,59;0,59;0,61;0,75;95,96;0,78;27061,00;31778,00;15008,00;20852,00;42036,00;65,00;43557,00;46,65;3,00;593,00;92,51;60,84;43466,00;29,51;1970,00;16254,00;0,34;40700,00;59500,00;82900,00;42200,00;193,00;253,00;328,00;135,00;316,00;43519,00;43726,00;43688,00;0,00;0,00;43618,00;70,25;46,77;78,67;88,74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43606,00;843,30;0,21;NA;NA;NA;NA;0,00;NA;0,00;0,00;2,00;45566,00;13,00;66,53;73,00;373,61;149,00;762,58;718,00;3674,70;30,00;153,54;2,00;45566,00;450,38;4601,1
Maplewoodtownship;NJ;13;43800;5;21652;lut.73;33543,00;83,95;43527,00;43619,00;36069,00;21,64;43534,00;43537,00;21659,00;100,00;57568,00;82,53;0,48;63,10;28,15;13912,00;43663,00;65102,00;25448,00;26746,00;20019,00;49200,00;12139,00;19090,00;17549,00;690,00;44256,00;12175,00;46357,00;47,87;16497,00;68,82;27729,00;30,39;27851,00;46,10;43682,00;29,52;43654,00;24259,00;42064,00;85,06;84,16;95,21;82,73;58,60;68,57;225,00;20821,00;2869,00;43691,00;21,89;24,99;31,40;31778,00;43710,00;11383,00;42461,00;82,91;27395,00;12875,00;11749,00;26330,00;31444,00;42767,00;83,84;42736,00;43639,00;3,00;214,00;97,37;79,78;0,00;42,06;1939,00;0,45;0,00;160200,00;199300,00;249200,00;89000,00;466,00;623,00;825,00;359,00;746,00;43734,00;43700,00;43660,00;0,00;0,00;13,25;53,71;64,77;78,53;85,93;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,00;5423,30;17,63;NA;NA;NA;NA;0,00;NA;1,00;20180,00;3,00;13,65;53,00;241,15;42,00;191,10;198,00;900,90;524,00;2384,20;300,00;1365,00;2,00;43474,00;450,45;4659,2
Calntownship;PA;29;10824;9;11997;lut.92;13,95;83,50;30682,00;13881,00;12693,00;25,13;33848,00;43506,00;10940,00;91,19;41129,00;86,84;0,66;46,89;18,97;24532,00;14,52;44638,00;15711,00;16735,00;10148,00;0,00;13882,00;12174,00;19944,00;749,00;25355,00;24228,00;16,76;22,67;43588,00;65,33;43699,00;23,67;15,84;27,64;43719,00;43583,00;47058,00;22586,00;42064,00;79,96;78,00;85,02;70,48;58,38;68,07;273,00;34029,00;436,00;43684,00;22,94;34,86;52,06;0,28;0,83;46388,00;32509,00;93,86;0,28;46113,00;44256,00;26696,00;30713,00;16469,00;74,00;21186,00;29,45;3,00;156,00;96,34;71,06;20486,00;40,38;1974,00;0,63;0,14;88800,00;111200,00;136200,00;47400,00;427,00;494,00;583,00;156,00;632,00;43491,00;43670,00;14,00;0,00;0,00;23071,00;72,70;53,09;77,55;89,05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43474,00;1322,00;42401,00;NA;NA;NA;NA;0,00;NA;0,00;0,00;4,00;32,78;14,00;114,74;37,00;303,23;68,00;557,29;392,00;3212,59;50,00;409,77;0,00;0,00;450,75;4179,6
Springfieldtownship;OH;23;74119;1;13352;lut.82;20121,00;97,01;0,28;0,36;13,91;21,82;35339,00;14,84;9827,00;73,60;32713,00;73,70;27760,00;46,04;32,15;45047,00;24,43;36199,00;14243,00;13832,00;12981,00;5114,00;106165,00;4091,00;5742,00;1116,00;29068,00;42583,00;25,83;13,65;15097,00;55,46;24,72;22,89;17,76;27,61;43684,00;43577,00;43778,00;17746,00;43499,00;82,16;77,61;83,46;74,35;68,08;72,52;125,00;42370,00;130,00;31107,00;31107,00;20029,00;20029,00;0,04;0,04;0,11;0,11;97,24;0,48;46082,00;24139,00;25235,00;26330,00;18660,00;83,85;43497,00;32,59;3,00;132,00;97,29;82,69;46419,00;40,91;1957,00;43526,00;12785,00;46700,00;66300,00;90100,00;43400,00;158,00;248,00;322,00;164,00;341,00;43548,00;43724,00;43477,00;4,00;0,00;0,97;79,97;63,34;91,08;95,84;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36,10;369,60;0,20;NA;NA;NA;NA;0,00;NA;0,00;0,00;15,00;37,91;38,00;96,04;126,00;318,45;324,00;818,86;968,00;2446,48;36,00;90,98;13,00;32,86;452,40;3389,2
